Table ID,Player Name,Rank,Score,Wonder ID,VP - Civilian,VP - Science,VP - Commerce,VP - Guild,VP - Coins,VP - Wonder,VP - Military (Victory),VP - Military (Defeat)
390746174,kennyhe1,2,56,12,11,0,5,15,4,10,13,-2
390746174,Master0ogway,3,54,10,33,0,0,12,2,5,5,-3
390746174,pravio,4,50,9,3,38,0,0,3,0,10,-4
390746690,ohhsuitsusir,1,66,11,19,0,5,16,1,7,18,0
390746690,kennyhe1,2,63,6,11,48,3,0,4,3,0,-6
390746690,Pilonov,3,60,9,20,4,6,7,5,0,18,0
390746690,Pigedi,4,51,8,0,0,10,21,6,20,0,-6
390675757,kennyhe1,1,57,10,24,0,3,6,1,5,18,0
390675757,fffafafafafa,2,56,7,15,13,0,6,3,10,9,0
390675757,leamgaju,3,43,12,8,26,7,0,6,2,0,-6
390675757,Xetaios,4,38,2,8,1,0,19,3,10,0,-3
390666772,AwwYeah,1,60,11,16,0,4,24,8,3,8,-3
390666772,michaelscott03870193,2,59,14,4,38,7,0,8,3,2,-3
390666772,kennyhe1,3,57,12,25,0,4,0,1,10,17,0
390666772,ChchChurko,4,41,13,18,1,0,12,2,7,5,-4
390652161,Mmadibere,1,54,8,8,9,0,7,0,20,12,-2
390652161,kennyhe1,2,51,13,12,26,0,10,2,7,0,-6
390652161,KittySiu,3,42,4,13,0,7,0,1,10,12,-1
390652161,paul_mcpaul,4,34,9,6,10,0,2,11,0,7,-2
390471394,kennyhe1,1,69,12,20,26,3,0,5,10,8,-3
390471394,CascadeMN,2,54,3,14,0,4,12,7,10,9,-2
390471394,wonder19,3,53,9,5,38,0,12,3,0,0,-5
390471394,7w01,4,51,11,19,0,7,6,1,3,15,0
390477433,ChchChurko,1,75,14,0,76,0,0,2,3,0,-6
390477433,kennyhe1,2,66,12,22,0,3,12,7,10,14,-2
390477433,Super Orange,3,54,10,17,0,4,23,3,5,5,-3
390477433,Call 91Whine,4,52,4,15,0,5,0,6,10,17,-1
390467246,kennyhe1,1,65,12,27,0,5,13,5,5,11,-1
390467246,Chlok0,2,62,7,4,48,3,0,1,10,0,-4
390467246,EvilMeeple,3,47,10,7,0,4,10,5,5,16,0
390467246,RopeyAlloy56,4,40,11,11,16,0,0,4,7,5,-3
390364179,xex238,1,70,14,18,36,0,6,2,3,8,-3
390364179,kennyhe1,2,64,11,20,0,3,15,1,7,18,0
390364179,iceflovver,3,56,9,8,36,7,0,9,0,0,-4
390364179,Elletsirhc,4,45,10,17,0,2,10,1,10,8,-3
390364576,kennyhe1,1,62,6,26,0,4,7,6,10,10,-1
390364576,Greedy20,2,56,7,20,0,6,12,8,0,11,-1
390364576,brandone 93,3,55,9,7,21,0,17,2,0,10,-2
390364576,Tiny Tumblr,4,38,12,0,25,6,5,2,5,0,-5
390360264,TamarisI,1,62,14,18,26,4,10,7,3,0,-6
390360264,Brandobalosso,2,55,8,3,0,10,0,6,20,17,-1
390360264,kennyhe1,3,55,10,14,0,2,16,0,10,14,-1
390360264,ElsaChang,4,44,11,16,1,5,7,9,7,2,-3
390369512,Sittam9,1,58,3,13,0,3,13,2,10,17,0
390369512,Brandobalosso,2,52,14,3,34,0,15,2,3,0,-5
390369512,kennyhe1,3,48,6,24,0,2,0,2,10,11,-1
390369512,AnGuSkimi,4,43,1,17,0,4,7,7,8,3,-3
390367000,Kyaren,1,64,14,22,36,0,0,2,3,4,-3
390367000,kennyhe1,2,53,12,18,0,0,9,3,10,14,-1
390367000,Pavel Britva,3,52,11,14,0,9,9,7,3,11,-1
390367000,Dunkyfunny,4,44,10,3,0,5,20,6,10,5,-5
390353877,Yoni Verdura,1,57,11,8,0,6,14,10,7,14,-2
390353877,kennyhe1,2,55,12,19,0,0,13,1,10,13,-1
390353877,Libertyhillbilly,3,48,6,13,0,9,4,8,10,8,-4
390353877,willesx,4,38,8,12,8,0,0,2,20,1,-5
390359483,kennyhe1,1,56,11,30,0,0,12,1,7,8,-2
390359483,SharKBotTuT,2,51,13,11,10,4,0,7,7,14,-2
390359483,El sequillo,3,48,9,16,13,3,14,6,0,0,-4
390359483,Broda,4,43,1,9,1,5,0,5,15,10,-2
390354411,kennyhe1,1,54,7,0,26,0,0,2,10,16,0
390354411,AnGuSkimi,2,47,12,16,9,0,11,6,10,0,-5
390354411,Arahina,3,44,13,16,0,5,3,6,7,9,-2
390354411,Zephyriah,4,44,1,29,1,3,5,1,3,4,-2
390343738,alexfil,1,56,11,26,0,7,8,7,7,3,-2
390343738,xaoc94,2,54,9,6,13,4,13,8,0,10,0
390343738,Léa53,3,54,12,14,4,3,8,2,10,14,-1
390343738,kennyhe1,4,44,14,10,26,0,7,4,3,0,-6
390346995,Ishokai,1,81,14,16,55,0,0,3,2,8,-3
390346995,BettyGame,2,62,11,16,0,5,10,6,7,18,0
390346995,TamarisI,3,57,8,11,0,8,17,6,20,0,-5
390346995,kennyhe1,4,57,10,23,0,0,18,0,10,9,-3
390342753,SHAMANDO92,1,57,6,26,0,0,5,4,10,13,-1
390342753,kennyhe1,2,54,12,3,26,0,0,5,10,13,-3
390342753,TamarisI,3,50,8,9,0,5,14,4,20,3,-5
390342753,TristanQuebec,4,43,10,25,0,0,8,1,5,7,-3
390346451,SHAMANDO92,1,56,11,18,0,0,12,8,7,12,-1
390346451,Dunkyfunny,2,48,12,27,2,2,0,7,10,5,-5
390346451,dquang1302,3,47,14,4,28,1,5,1,2,8,-2
390346451,kennyhe1,4,42,6,9,10,0,6,0,10,10,-3
390339959,kennyhe1,1,58,11,23,0,0,13,2,7,14,-1
390339959,Libertyhillbilly,2,48,7,6,0,7,11,6,10,10,-2
390339959,dquang1302,3,42,10,13,0,4,8,4,10,5,-2
390339959,mlbd,4,39,13,9,21,4,0,2,7,0,-4
390334676,kennyhe1,1,64,12,17,0,3,15,6,10,13,0
390334676,sssTea,2,61,9,13,13,8,14,2,0,12,-1
390334676,DarrenPTA,3,50,7,14,36,0,0,3,3,0,-6
390334676,papsikola,4,40,8,12,0,0,0,6,20,5,-3
390166936,kennyhe1,1,69,12,24,10,0,7,9,10,10,-1
390166936,Humankiwi,2,53,9,11,10,9,20,7,0,0,-4
390166936,IndirectBricks2,3,49,14,0,38,2,0,1,3,8,-3
390166936,Kliv3r,4,48,1,8,0,3,9,3,15,11,-1
390162494,kennyhe1,1,66,8,16,0,4,12,2,20,13,-1
390162494,lostbody,2,47,13,5,36,2,8,2,0,0,-6
390162494,SeaDubbs,3,46,10,14,0,4,4,6,10,9,-1
390162494,Kliv3r,4,39,9,5,18,5,0,3,0,10,-2
390161333,Kliv3r,1,54,8,0,0,8,4,8,20,16,-2
390161333,kaldrich26,2,50,3,17,0,5,13,6,10,1,-2
390161333,cristian86,3,49,12,18,16,0,0,7,10,0,-2
390161333,kennyhe1,4,48,14,19,18,0,0,1,3,9,-2
390165702,borophyll,1,60,8,19,0,4,0,5,20,13,-1
390165702,CaPretti,2,56,10,7,0,4,17,5,5,18,0
390165702,kennyhe1,3,50,12,16,21,0,0,3,10,5,-5
390165702,Shame_one,4,32,2,0,13,0,15,7,3,0,-6
390168540,LongDuckDong68,1,65,9,20,40,7,0,4,0,0,-6
390168540,kennyhe1,2,60,14,21,10,0,13,1,3,14,-2
390168540,BoryaPchel,3,58,6,13,1,3,21,4,10,8,-2
390168540,PeachPieLot,4,43,11,12,1,5,0,6,7,14,-2
390152028,onietosi,1,59,14,17,18,0,13,2,3,8,-2
390152028,Metalknecht,2,57,8,14,0,4,14,8,20,1,-4
390152028,kennyhe1,3,50,6,11,26,0,0,0,10,5,-2
390152028,mmikic,4,49,11,16,10,0,0,2,7,14,0
389859548,kennyhe1,1,63,11,13,0,8,7,11,7,17,0
389859548,Al Ghazali,2,47,7,9,21,0,7,0,10,3,-3
389859548,Jason73,3,46,8,18,0,4,0,1,20,6,-3
389859548,Ashb26,4,39,5,11,1,0,6,7,10,8,-4
389856417,Al Ghazali,1,59,11,10,0,5,22,4,7,12,-1
389856417,kennyhe1,2,50,9,23,4,0,16,3,0,5,-1
389856417,d_fuzz,3,48,8,16,26,0,7,2,3,0,-6
389856417,TedoG,4,45,14,13,9,8,0,3,3,9,0
389851795,kennyhe1,1,61,12,15,0,7,6,6,10,17,0
389851795,slevin38,2,53,13,6,31,2,7,6,7,0,-6
389851795,ALTreasure,3,49,14,13,0,2,12,2,3,17,0
389851795,JoelHot,4,45,10,19,16,3,0,6,5,0,-4
389857214,WaSa2020,1,56,2,6,13,9,13,4,10,3,-2
389857214,kennyhe1,2,51,3,15,10,0,0,2,10,14,0
389857214,StefBaustelic,3,46,7,15,10,4,0,5,3,11,-2
389857214,haljen,4,42,4,12,1,4,14,3,10,3,-5
389850752,Mifamno1,1,53,14,15,26,5,0,1,3,4,-1
389850752,Goobz1989,2,52,11,4,0,9,13,7,7,13,-1
389850752,kennyhe1,3,49,8,19,0,0,0,4,20,10,-4
389850752,7w01,4,47,13,19,0,0,20,4,7,0,-3
389858640,StefBaustelic,1,71,14,4,55,0,9,2,3,3,-5
389858640,sm3603,2,64,5,19,0,6,0,11,10,18,0
389858640,ShutUpMimsy,3,45,8,6,0,8,0,9,8,15,-1
389858640,kennyhe1,4,36,4,16,0,0,14,2,10,0,-6
389847768,ShdoWBxN,1,70,8,9,0,9,15,11,20,9,-3
389847768,kennyhe1,2,62,11,21,0,4,12,4,3,18,0
389847768,StefBaustelic,3,54,9,27,26,0,5,1,0,0,-5
389847768,Kuroweiss,4,34,10,5,13,4,0,2,5,8,-3
388860004,Pistacchione89,1,53,2,13,36,0,0,0,3,5,-4
388860004,dadi98,2,49,14,19,2,4,12,7,2,6,-3
388860004,Lil Track is back,3,46,3,7,0,7,14,5,10,6,-3
388860004,kennyhe1,4,45,11,17,0,0,0,8,3,17,0
388860932,kennyhe1,1,70,8,9,0,4,15,5,20,17,0
388860932,wendyximenes,2,54,14,18,10,0,11,5,3,9,-2
388860932,Donnie1004,3,47,9,15,21,5,7,4,0,0,-5
388860932,d_fuzz,4,46,12,15,18,4,0,4,0,8,-3
388804893,kennyhe1,1,54,13,7,38,0,6,1,7,0,-5
388804893,IsaRM,2,53,7,10,31,0,0,4,3,8,-3
388804893,ChrisDuf,3,44,8,18,0,2,0,2,13,10,-1
388804893,Mokikie,4,44,3,20,0,2,7,1,3,12,-1
388809380,kennyhe1,1,68,9,11,36,7,4,3,0,9,-2
388809380,Antoine VdM,2,66,12,13,0,0,29,3,10,12,-1
388809380,456Piano,3,56,8,5,0,9,0,10,20,13,-1
388809380,bostonrz99,4,37,7,29,2,0,0,2,10,0,-6
388796746,-GorillaZ-,1,56,10,0,0,9,26,5,10,8,-2
388796746,jdhistoire,2,54,11,16,0,6,10,4,7,12,-1
388796746,HaMeeple Moshava,3,41,9,24,0,4,0,12,0,4,-3
388796746,kennyhe1,4,38,6,21,2,0,5,1,3,10,-4
388799383,kennyhe1,1,64,8,19,0,4,10,0,20,12,-1
388799383,oyyy_boy,2,51,10,5,31,6,0,5,10,0,-6
388799383,naokisan,3,51,2,6,13,0,6,2,10,14,0
388799383,-GorillaZ-,4,50,12,12,0,0,21,4,10,5,-2
388791410,MastersLucas,1,52,4,5,0,6,7,6,10,18,0
388791410,7w01,2,52,9,25,4,4,15,5,0,3,-4
388791410,YOANN-7 ,3,50,14,11,38,0,0,0,3,3,-5
388791410,kennyhe1,4,45,10,11,0,5,8,2,10,11,-2
388784896,Bongo Bill,1,58,9,11,47,4,0,1,0,0,-5
388784896,aslan_7373,2,52,12,5,18,3,0,7,10,11,-2
388784896,kennyhe1,3,52,8,19,0,0,8,4,13,9,-1
388784896,noonka,4,51,13,20,0,0,10,4,7,11,-1
388783084,Jeanminch,1,60,11,8,16,2,9,7,7,13,-2
388783084,Zaharias,2,57,10,20,0,8,0,7,10,13,-1
388783084,racharles_,3,57,6,9,36,0,7,0,10,0,-5
388783084,kennyhe1,4,38,8,17,0,4,6,2,3,9,-3
388789732,kennyhe1,1,54,8,16,0,6,5,4,8,15,0
388789732,pitiwaz,2,51,13,22,13,3,3,5,7,2,-4
388789732,bearplant,3,51,12,5,34,0,0,3,5,8,-4
388789732,Van Dijk,4,45,7,11,4,0,13,2,10,8,-3
388770428,MKrstv,1,1,14,15,9,0,0,6,2,4,-3
388770428,Lid Abmobmot,1,1,12,9,4,0,0,5,5,7,-2
388770428,Melkyrios,1,1,9,11,55,3,17,1,0,10,-3
388770428,kennyhe1,4,0,11,13,0,0,0,4,7,11,-2
388771183,kennyhe1,1,58,9,6,43,4,8,3,0,0,-6
388771183,Kiwizzz,2,54,3,14,1,0,7,6,10,17,-1
388771183,Hamlink,3,53,13,23,0,0,6,1,7,17,-1
388771183,gut Schüler,4,36,8,20,9,5,0,1,3,2,-4
388769302,kennyhe1,1,63,9,13,38,0,8,3,0,4,-3
388769302,sgfghr567,2,55,12,21,0,0,6,8,10,11,-1
388769302,superkuko,3,48,3,11,10,8,5,4,10,5,-5
388769302,alexhoooo,4,48,8,14,0,0,5,0,20,10,-1
388750569,ToollooT,1,80,14,4,62,4,0,3,3,8,-4
388750569,couennos,2,63,8,9,0,10,18,8,20,1,-3
388750569,kennyhe1,3,50,10,29,0,6,0,7,5,5,-2
388750569,bibi_plouf67,4,47,11,13,0,7,0,3,7,17,0
388754403,kennyhe1,1,67,11,23,0,10,7,8,7,13,-1
388754403,SGTBE2021,2,54,2,22,1,4,11,1,3,13,-1
388754403,demirep77,3,51,3,0,31,6,9,8,3,0,-6
388754403,PierreCity,4,45,7,13,13,0,9,1,3,10,-4
388755400,kennyhe1,1,56,11,21,0,0,7,3,7,18,0
388755400,haljen,2,53,10,15,0,2,6,2,10,18,0
388755400,HLOVE87,3,51,12,13,21,0,5,8,10,0,-6
388755400,5tainle55,4,37,6,4,21,2,7,9,0,0,-6
388746127,Clarissa Costa,1,60,14,5,43,0,12,3,3,0,-6
388746127,kennyhe1,2,53,6,22,1,0,0,2,10,18,0
388746127,vesper2211,3,51,8,11,0,0,14,0,20,9,-3
388746127,koxo32,4,42,10,16,1,3,0,6,10,9,-3
388748064,kennyhe1,1,64,6,36,0,0,7,0,10,12,-1
388748064,new garth,2,60,9,8,31,10,15,2,0,0,-6
388748064,emmadavies,3,48,3,3,10,4,0,8,10,14,-1
388748064,Darko7,4,42,7,14,0,6,0,6,10,8,-2
388738535,kennyhe1,1,64,11,28,0,6,0,6,7,17,0
388738535,gomi77,2,51,12,12,9,0,14,2,10,8,-4
388738535,Bucucu,3,45,13,17,0,4,5,6,7,8,-2
388738535,MARTINEM1013,4,40,9,6,31,2,0,4,0,1,-4
388736203,new garth,1,53,12,4,16,0,7,3,10,14,-1
388736203,Michael PATRAS,2,52,10,30,0,2,5,3,2,11,-1
388736203,vanessalessa,3,49,13,0,33,0,7,1,7,4,-3
388736203,kennyhe1,4,48,8,20,0,3,5,7,13,5,-5
388739310,kennyhe1,1,58,11,25,0,3,6,5,7,14,-2
388739310,HoratioAndFriends,2,46,10,13,0,5,7,4,5,13,-1
388739310,Bestiasse,3,44,7,6,31,0,0,0,10,0,-3
388739310,radius2400,4,41,12,19,0,0,9,6,10,0,-3
388725567,blejal,1,60,12,14,0,0,16,8,10,13,-1
388725567,kennyhe1,2,51,10,23,0,5,0,3,10,11,-1
388725567,Wickshade,3,45,6,0,34,1,0,5,3,5,-3
388725567,El Diablo 38,4,45,9,11,21,4,6,3,0,3,-3
388722045,kennyhe1,1,69,12,18,1,7,16,5,10,13,-1
388722045,abl31,2,67,14,3,55,0,0,6,3,5,-5
388722045,couennos,3,59,3,25,0,3,16,5,10,4,-4
388722045,blejal,4,49,8,13,0,2,0,2,20,14,-2
388720391,HoratioAndFriends,1,62,13,9,0,3,25,0,7,18,0
388720391,THOMAS DERIEV,2,48,3,22,5,0,7,8,10,0,-4
388720391,kennyhe1,3,47,14,22,10,0,3,0,3,9,0
388720391,saika23,4,46,12,0,38,0,0,3,10,0,-5
388713549,kennyhe1,1,59,9,12,26,10,7,7,0,0,-3
388713549,pitiwaz,2,55,11,17,0,2,14,4,7,12,-1
388713549,Syldès,3,38,12,4,0,0,7,4,10,14,-1
388713549,Francesco62,4,37,6,17,0,0,6,7,10,0,-3
388717096,Lilyetpapoutine,1,63,12,10,0,4,21,10,10,10,-2
388717096,Umboh,2,59,13,25,0,9,0,6,7,13,-1
388717096,kennyhe1,3,56,14,17,10,4,9,3,3,13,-3
388717096,duck5427,4,52,10,0,48,0,7,1,2,0,-6
388688097,OldG77,1,60,13,16,0,7,7,6,7,17,0
388688097,kennyhe1,2,49,8,19,0,0,9,4,20,1,-4
388688097,obektiv,3,47,10,3,31,4,10,4,0,0,-5
388688097,Daniel_Jedi,4,46,9,17,10,0,0,4,0,16,-1
388535918,kennyhe1,1,55,13,5,26,5,12,0,0,9,-2
388535918,Parsa_HP,2,54,12,8,9,0,9,6,10,13,-1
388535918,harvtizzle,3,53,11,20,0,8,0,9,7,10,-1
388535918,Haakunamatataa,4,47,10,15,10,0,13,5,10,0,-6
388533016,kennyhe1,1,66,14,24,10,3,5,3,3,18,0
388533016,lapreferida,2,59,4,11,0,4,15,1,10,18,0
388533016,haileyren92,3,54,9,19,18,4,14,5,0,0,-6
388533016,MrMelonhead,4,30,13,5,17,4,6,4,0,0,-6
388534724,PeneWest,1,59,11,16,0,4,15,10,7,8,-1
388534724,haileyren92,2,50,10,14,13,3,0,4,10,9,-3
388534724,kennyhe1,3,50,14,13,26,0,13,0,3,0,-5
388534724,guyduf,4,45,1,0,9,8,0,3,15,10,0
388534482,LifeStyl3r,1,62,14,21,0,4,19,6,3,11,-2
388534482,kennyhe1,2,53,10,23,0,3,0,5,10,13,-1
388534482,MJpKiwi,3,43,12,0,25,0,0,1,10,10,-3
388534482,Anthea of Anatol,4,39,9,15,16,2,6,4,0,1,-5
388534741,kennyhe1,1,54,8,9,0,0,9,4,20,14,-2
388534741,LifeStyl3r,2,54,10,19,0,0,12,1,10,13,-1
388534741,Anthea of Anatol,3,51,14,18,18,4,5,2,3,5,-4
388534741,Dekoou,4,40,6,16,21,2,0,2,0,3,-4
388537710,p123rueba,1,60,9,20,16,2,15,5,0,4,-2
388537710,kennyhe1,2,56,8,21,0,0,12,0,20,5,-2
388537710,Goobz1989,3,55,14,13,13,0,7,2,3,17,0
388537710,d_fuzz,4,48,13,9,26,3,0,3,7,5,-5
388519802,paco rabanne,1,53,12,11,10,4,15,5,10,3,-5
388519802,Arkhamback,2,52,10,21,0,3,4,5,10,11,-2
388519802,VishalK,3,51,14,9,4,9,7,5,3,14,0
388519802,kennyhe1,4,49,9,14,25,0,7,2,0,3,-2
388513500,H3pha,1,72,12,22,1,3,10,8,10,18,0
388513500,kennyhe1,2,65,4,22,0,4,7,4,10,18,0
388513500,Dottorics,3,54,8,22,0,4,10,4,20,0,-6
388513500,Grbouille_19,4,49,10,0,40,6,0,4,5,0,-6
388506467,7w01,1,68,12,11,0,6,28,5,10,9,-1
388506467,Bob Sleg,2,55,11,14,0,8,0,8,7,18,0
388506467,AndreiW,3,51,13,12,38,4,0,3,0,0,-6
388506467,kennyhe1,4,45,8,20,0,0,8,2,13,5,-3
388500215,7w01,1,58,13,14,1,0,15,6,7,16,-1
388500215,coconutsmith,2,52,10,5,0,9,15,5,10,10,-2
388500215,Dromedahl,3,45,2,0,25,0,3,0,10,9,-2
388500215,kennyhe1,4,40,12,21,13,0,0,2,10,0,-6
388500323,CobraJBH,1,62,13,5,55,0,6,1,0,0,-5
388500323,Melqart78,2,59,8,9,0,9,7,8,20,8,-2
388500323,kennyhe1,3,54,11,27,0,0,2,1,7,17,0
388500323,golep,4,44,14,21,1,0,15,1,2,6,-2
388507850,kennyhe1,1,60,9,14,31,5,12,2,0,0,-4
388507850,DonBacardi,2,56,14,10,1,3,17,6,3,17,-1
388507850,pjsoc,3,49,12,5,18,2,0,6,10,10,-2
388507850,Xetaios,4,44,13,25,0,0,9,1,7,5,-3
388490867,kennyhe1,1,55,10,15,10,5,0,2,10,14,-1
388490867,Udavchiksh,2,53,5,23,0,0,15,6,10,3,-4
388490867,gron101,3,50,2,5,4,3,5,5,10,18,0
388490867,Othara,4,44,6,9,36,0,0,2,3,0,-6
388460618,kennyhe1,1,60,12,25,1,2,6,2,10,16,-2
388460618,CLA6,2,56,10,24,0,2,17,6,5,5,-3
388460618,Shindicate,3,50,13,13,17,0,8,3,7,5,-3
388460618,kearvaig,4,43,2,0,21,3,8,2,3,10,-4
388463405,kennyhe1,1,63,9,17,13,10,15,7,0,4,-3
388463405,Antonio Neto,2,58,8,13,0,7,7,3,20,8,0
388463405,AnyaB,3,43,13,9,13,0,8,2,7,4,0
388463405,ToriiSannsyou,4,41,10,22,0,0,7,1,10,5,-4
388468961,kennyhe1,1,52,8,28,0,3,0,0,20,4,-3
388468961,Bachaiblacha9,2,50,11,13,1,4,7,10,7,10,-2
388468961,MystiqueElfe,3,48,3,6,1,3,8,5,10,16,-1
388468961,Captain Alder,4,42,9,10,16,4,7,5,0,5,-5
388451766,Zlatanz,1,64,12,21,1,0,17,6,10,11,-2
388451766,CobraJBH,2,57,13,18,1,9,5,6,7,12,-1
388451766,Dimikotz,3,56,14,3,50,0,0,5,3,0,-5
388451766,kennyhe1,4,45,10,20,0,0,4,2,10,11,-2
388450804,kennyhe1,1,57,8,31,0,0,7,0,8,12,-1
388450804,xander0,2,46,10,11,9,0,14,7,10,0,-5
388450804,YourMichael,3,45,14,0,25,3,0,1,3,14,-1
388450804,KarinSifer,4,43,13,16,18,3,0,1,0,8,-3
388451631,YAKUZA_PL,1,62,12,27,0,7,4,5,10,11,-2
388451631,kennyhe1,2,59,8,23,0,0,0,6,20,11,-1
388451631,wc3old,3,56,3,5,9,0,23,1,10,9,-1
388451631,Dottorics,4,53,14,3,43,0,6,3,3,0,-5
388448848,kennyhe1,1,68,11,24,0,4,7,8,7,18,0
388448848,coconutsmith,2,60,3,11,0,6,7,8,10,18,0
388448848,Miha123456,3,48,9,16,31,0,7,0,0,0,-6
388448848,papal29,4,40,14,6,31,0,5,1,3,0,-6
388443650,YAKUZA_PL,1,66,11,29,0,0,6,6,7,18,0
388443650,kennyhe1,2,61,8,11,0,0,14,2,20,15,-1
388443650,alexfil,3,49,12,15,21,0,7,2,10,0,-6
388443650,Lorkin7,4,47,9,6,18,8,6,11,0,3,-5
388431768,Lorkin7,1,62,10,14,0,9,10,2,10,17,0
388431768,bigdaddi951,2,61,11,25,0,6,0,6,7,17,0
388431768,kennyhe1,3,52,6,4,26,4,12,2,10,0,-6
388431768,nanariho,4,48,9,15,26,0,9,2,0,0,-4
388433241,Rhadamanthys,1,58,1,20,0,6,7,7,15,6,-3
388433241,Lorkin7,2,58,2,0,48,0,7,1,3,3,-4
388433241,zevinar,3,48,14,26,2,4,0,4,3,11,-2
388433241,kennyhe1,4,44,3,12,0,2,7,2,10,12,-1
388397029,Flori4n,1,62,14,17,47,0,0,0,3,0,-5
388397029,kennyhe1,2,53,11,20,0,4,0,4,7,18,0
388397029,YOANN-7 ,3,53,10,14,0,5,12,3,10,11,-2
388397029,Nekosta,4,39,9,3,4,5,14,11,0,6,-4
388398237,wc3old,1,56,2,13,34,0,0,3,10,1,-5
388398237,kennyhe1,2,54,11,14,0,4,13,4,7,13,-1
388398237,zelenac,3,50,13,32,1,4,7,2,0,8,-4
388398237,Solowto,4,39,3,3,1,0,12,1,10,14,-2
388394874,kennyhe1,1,53,6,17,31,0,0,1,0,7,-3
388394874,Solowto,2,52,11,24,2,2,11,8,7,3,-5
388394874,AllenYeager,3,46,12,12,1,0,7,2,10,15,-1
388394874,zelenac,4,43,9,8,4,8,5,10,0,11,-3
388396502,Qten_Vrbovecki,1,65,4,0,62,0,0,1,3,3,-4
388396502,Warnblinker,2,58,12,0,0,11,18,13,5,12,-1
388396502,kennyhe1,3,50,6,21,0,0,5,1,10,14,-1
388396502,Solowto,4,46,10,25,2,0,7,1,10,5,-4
388386889,charlesxfc,1,56,13,30,0,3,0,5,7,12,-1
388386889,kennyhe1,2,55,12,13,4,0,13,3,10,13,-1
388386889,SirLuceAlot,3,55,9,3,47,0,4,1,0,5,-5
388386889,AnGuSkimi,4,53,8,20,0,5,9,5,13,4,-3
388387616,kennyhe1,1,52,14,20,2,3,6,1,3,17,0
388387616,SiaK93,2,47,12,6,0,0,18,6,10,9,-2
388387616,JE63,3,40,9,25,4,4,0,12,0,0,-5
388387616,Cäsar selber,4,38,13,0,28,4,0,1,0,8,-3
388382732,456Piano,1,52,3,10,0,4,14,5,10,9,0
388382732,FMPS,2,50,11,6,0,7,12,10,7,9,-1
388382732,kennyhe1,3,50,6,14,26,0,0,1,10,3,-4
388382732,Kha2020,4,40,14,23,10,0,0,2,3,5,-3
388371878,zorganmorgan,1,61,11,13,0,6,13,11,7,12,-1
388371878,Crapaude,2,60,9,15,26,5,5,0,0,11,-2
388371878,kennyhe1,3,48,6,22,0,3,0,4,10,11,-2
388371878,JE63,4,33,7,0,21,0,4,3,10,0,-5
388372246,kennyhe1,1,50,5,10,1,0,16,0,10,14,-1
388372246,Mmadibere,2,47,9,13,26,0,7,6,0,0,-5
388372246,DonBacardi,3,44,13,12,9,0,0,1,7,16,-1
388372246,Onnanoko__1122,4,39,11,11,5,9,0,8,7,2,-3
388373913,savarina92,1,55,11,5,0,5,16,12,7,12,-2
388373913,okkd7,2,50,13,20,0,4,7,1,7,12,-1
388373913,valdigio,3,49,12,0,38,0,9,3,5,0,-6
388373913,kennyhe1,4,32,2,9,10,4,0,1,3,7,-2
388365007,ellegaed,1,58,10,20,10,0,0,1,10,17,0
388365007,kennyhe1,2,56,11,17,0,4,7,3,7,18,0
388365007,Goobz1989,3,54,8,9,0,13,9,8,20,0,-5
388365007,thejimbow,4,51,9,0,38,2,7,10,0,0,-6
388366944,nanariho,1,57,11,0,31,0,0,2,7,17,0
388366944,bibibooboo,2,56,14,14,0,5,14,3,3,17,0
388366944,eskideamos,3,39,6,21,0,0,6,6,10,0,-4
388366944,kennyhe1,4,38,8,26,2,0,7,1,8,0,-6
388369771,bibibooboo,1,58,4,20,0,3,15,4,10,8,-2
388369771,kennyhe1,2,56,2,21,10,0,15,3,10,1,-4
388369771,5aForever,3,55,12,5,13,3,8,6,10,13,-3
388369771,Alesin995,4,44,14,12,13,4,0,1,3,13,-2
388247107,kennyhe1,1,46,4,23,0,4,0,1,10,9,-1
388247107,xiangshengceng,2,42,12,3,9,5,8,13,10,0,-6
388247107,Pollodenotti,3,41,3,6,0,4,15,2,10,6,-2
388247107,camplise1234,4,41,2,13,0,6,3,2,3,15,-1
388248395,Pollodenotti,1,60,12,21,0,7,5,9,10,10,-2
388248395,DonatasD,2,44,8,10,0,6,12,2,20,0,-6
388248395,xiangshengceng,3,40,4,15,0,0,5,4,10,8,-2
388248395,kennyhe1,4,39,6,12,13,0,0,1,3,10,0
388243064,kennyhe1,1,54,9,17,25,0,0,2,0,11,-1
388243064,biggy123,2,54,13,18,0,4,7,1,7,17,0
388243064,Pollodenotti,3,45,8,4,0,6,12,5,20,3,-5
388243064,xiangshengceng,4,39,3,10,9,2,6,5,10,0,-3
388236542,kennyhe1,1,61,8,23,0,2,8,0,20,9,-1
388236542,lim7219,2,59,12,8,0,7,7,10,10,17,0
388236542,Nirmanakaya,3,58,14,4,47,0,7,3,3,0,-6
388236542,Myrdav,4,41,9,19,16,0,0,3,0,5,-2
388229279,german089,1,59,13,8,0,7,22,7,7,10,-2
388229279,kennyhe1,2,59,2,22,10,0,0,1,10,17,-1
388229279,Remolten,3,55,12,25,0,5,6,7,10,5,-3
388229279,Sycee,4,54,14,0,55,0,0,0,3,0,-4
388216877,Edkar,1,57,12,13,0,5,7,9,10,14,-1
388216877,LSWK,2,53,11,24,0,5,12,2,3,9,-2
